year,make,model,trim,body,transmission,vin,state,condition,odometer,color,interior,seller,mmr,sellingprice,saledate
2010,gmc,sierra 1500,sle,crew cab,automatic,3gtrkve36ag172628,mi,43,95295.0,silver,black,stratford hyundai,17650,15900,18-12-2014
2010,honda,civic,lx,sedan,automatic,19xfa1f53ae002978,fl,36,56549.0,red,gray,nicholas financial inc/clearwater,8800,10000,18-12-2014
2010,honda,accord,lx-p,sedan,automatic,1hgcp2f46aa196053,pa,32,47074.0,blue,gray,ahfc/honda lease trust/hvt  inc. eot,10400,10300,19-12-2014
2010,honda,civic,lx,sedan,automatic,2hgfa1f53ah583887,nc,26,31256.0,blue,—,santander consumer,9700,9500,22-12-2014
2010,honda,odyssey,ex-l,minivan,automatic,5fnrl3h79ab012524,tx,29,59531.0,gray,gray,autonation chevrolet north richland hills,16150,9300,30-12-2014
2010,honda,accord,lx,sedan,automatic,1hgcp2f33aa056484,nv,35,50230.0,burgundy,tan,kingman honda,10100,11300,09-01-2015
2010,honda,civic,lx,coupe,automatic,2hgfg1b62ah509700,ga,27,59847.0,blue,gray,wells fargo dealer services,7750,8000,18-12-2014
2010,honda,civic,lx,coupe,automatic,2hgfg1b63ah508572,ga,19,59172.0,silver,gray,ahfc/honda lease trust/hvt  inc.,7725,6000,18-12-2014
2010,honda,accord,lx,sedan,automatic,1hgcp2f3xaa083763,ga,19,112587.0,black,beige,ahfc/honda lease trust/hvt  inc.,7875,7200,18-12-2014
2010,honda,accord,ex-l v-6,sedan,automatic,1hgcp3f84aa031014,fl,37,28671.0,black,black,braman motorcars,14450,14300,18-12-2014
2010,gmc,terrain,slt-1,suv,automatic,2ctalfew5a6376427,mi,34,79913.0,silver,black,dean sellers ford,11000,13200,18-12-2014
2010,honda,civic,lx,coupe,automatic,2hgfg1b61ah527735,pa,19,76191.0,blue,gray,ahfc/honda lease trust/hvt  inc acuras,6775,5800,09-01-2015
2010,honda,civic,ex,coupe,unknown,2hgfg1b83ah503129,pa,34,79479.0,black,—,euro motorcars inc,8125,7000,19-12-2014
2010,gmc,sierra 1500,sle,crew cab,automatic,3gtrkve39ag123438,va,35,66445.0,silver,black,suntrust bank,19600,20400,18-12-2014
2010,gmc,sierra 1500,sle,crew cab,automatic,3gtrcve07ag291789,ca,44,80264.0,white,black,aaero sweet company,18800,18750,18-12-2014
2010,honda,odyssey,ex-l,minivan,automatic,5fnrl3h6xab022275,fl,34,97358.0,blue,gray,herndon quality cars inc,12950,11100,17-12-2014
2010,gmc,terrain,sle-2,suv,automatic,2ctfldey7a6323305,mo,34,125852.0,black,—,overland park mazda,8550,8300,17-12-2014
2010,honda,accord,ex-l v-6,sedan,automatic,1hgcp3f80aa002531,fl,34,66280.0,black,black,palmetto57 nissan,12250,10000,19-12-2014
2010,honda,cr-v,ex,suv,automatic,3czre4h57ag701920,fl,22,175198.0,blue,gray,firkins chrysler jeep dodge,9425,10500,23-12-2014
2010,honda,cr-v,lx,suv,automatic,5j6re3h37al025156,ga,22,135312.0,burgundy,gray,ahfc/honda lease trust/hvt  inc.,9075,10900,18-12-2014
2010,honda,accord crosstour,ex,hatchback,automatic,5j6tf1h37al016349,tx,32,48438.0,silver,black,caprock auto remarketing,13250,12200,18-12-2014
2010,honda,cr-v,ex-l,suv,automatic,jhlre4h78ac003944,fl,43,107065.0,black,beige,florida auto and truck exchange inc,11450,13200,30-12-2014
2010,honda,accord,ex-l,sedan,automatic,1hgcp2f88aa038977,ny,19,88623.0,burgundy,beige,cig financial,10150,8700,14-01-2015
2010,honda,civic,si,coupe,manual,2hgfg2a5xah700263,az,37,63494.0,silver,black,toyota financial services,12100,12800,18-12-2014
2010,honda,insight,ex,hatchback,automatic,jhmze2h75as039483,il,34,56714.0,gray,—,primo motor cars,8525,9500,18-12-2014
2010,gmc,sierra 1500,sle,crew cab,automatic,3gtrkve38ag108168,ne,37,95648.0,black,black,dm northwest inc,18200,18100,31-12-2014
2010,honda,cr-v,lx,suv,automatic,5j6re3h35al036852,nv,25,17300.0,blue,gray,ahfc/honda lease trust/hvt  inc.,13000,11500,19-12-2014
2010,honda,fit,sport,hatchback,automatic,jhmge8h42ac010842,ny,34,82628.0,blue,gray,fuccillo nissan of latham,8100,7600,18-12-2014
2010,honda,cr-v,ex-l,suv,automatic,5j6re3h70al020805,la,34,118789.0,gray,—,giles nissan,10600,11900,18-12-2014
2010,honda,cr-v,ex-l,suv,automatic,jhlre4h76ac008916,pa,48,77977.0,blue,gray,randy ford inc,13550,14700,19-12-2014
2010,gmc,terrain,sle-1,suv,automatic,2ctflcew9a6321659,ny,37,46733.0,brown,black,ford-lincoln dealer program,14500,14000,14-01-2015
2010,honda,odyssey,ex-l,minivan,automatic,5fnrl3h61ab081960,pa,35,62097.0,gray,gray,i g burton & co inc,15300,17000,19-12-2014
2010,honda,accord crosstour,ex-l,hatchback,automatic,5j6tf2h5xal017342,pa,36,30449.0,black,black,exotic auto mall inc,17600,17700,19-12-2014
2010,gmc,yukon,denali,suv,automatic,1gkukeef8ar185356,tx,34,85593.0,silver,tan,shamaley buick gmc,25800,26500,18-12-2014
2010,honda,element,ex,suv,automatic,5j6yh1h73al002872,fl,37,78140.0,black,gray,braman honda of palm beach,13800,12200,19-12-2014
2010,gmc,acadia,sl,suv,automatic,1gklrked1aj187209,mn,28,23421.0,silver,black,northeast auto marketing inc,15750,14900,12-02-2015
2010,gmc,acadia,slt-1,suv,automatic,1gklrmed6aj171647,mi,26,122772.0,gold,beige,community choice credit union,10500,9900,23-12-2014
2010,gmc,yukon,denali,suv,automatic,1gkuceefxar100370,ga,2,160559.0,black,beige,remarketing by ge/united traders inc,21800,16800,30-12-2014
2010,honda,civic,hybrid,sedan,automatic,jhmfa3f21as004872,va,35,76838.0,blue,gray,prestige financial services,8500,6900,15-01-2015
2010,honda,accord,ex-l,sedan,automatic,1hgcp2f86aa102367,ga,35,107557.0,black,black,ahfc/honda lease trust/hvt  inc.,9550,9600,18-12-2014
2010,honda,accord,ex,sedan,automatic,1hgcp2f77aa100103,fl,34,67958.0,black,black,zimmerman auto brokers inc,10700,11400,19-12-2014
2010,honda,civic,lx,sedan,automatic,2hgfa1f5xah577567,ny,36,42035.0,red,gray,m and t bank,9250,8200,17-12-2014
2010,gmc,yukon,slt,suv,automatic,1gkukde02ar155999,mn,35,60604.0,gold,black,west coast motor sales & leasing corp,23500,23500,18-12-2014
2010,gmc,sierra 1500,sle,crew cab,automatic,3gtrkve39ag194896,sc,35,106770.0,black,black,carters used cars,16800,23400,18-12-2014
2010,gmc,sierra 1500,sle,crew cab,automatic,3gtrkve39ag213267,ca,45,52040.0,blue,black,aaero sweet company,20600,25700,18-12-2014
2010,honda,insight,ex,hatchback,automatic,jhmze2h71as036192,pa,37,85296.0,white,black,alans autos,7400,7200,19-12-2014
2010,gmc,terrain,sle-1,suv,automatic,2ctflcew0a6317760,mi,44,70831.0,black,black,larry hudson chevrolet buick gmc inc,12700,12800,18-12-2014
2010,honda,cr-v,ex-l,suv,automatic,5j6re3h77al013446,fl,34,64330.0,silver,gray,brandon ford,13800,15400,18-12-2014
2010,honda,accord,ex,coupe,automatic,1hgcs1b70aa009804,nv,29,33824.0,blue,black,unique autos,11350,11300,31-12-2014
2010,gmc,terrain,slt-1,suv,automatic,2ctflgew9a6246775,ny,34,79334.0,red,gray,romeo chevrolet buick gmc llc,13700,13100,18-12-2014
2010,gmc,acadia,slt-1,suv,automatic,1gklrmed8aj192256,pa,36,83223.0,black,black,classic buick gmc,14450,14000,07-01-2015
2010,honda,cr-v,lx,suv,automatic,3czre3h31ag705213,fl,34,42532.0,brown,black,arrigo dodge chrysler jeep ram sawgrass,11800,11700,18-12-2014
2010,gmc,sierra 2500hd,slt,crew cab,automatic,1gt4k1b6xaf132863,la,34,205153.0,white,—,courtesy buick gmc,16900,16700,18-12-2014
2010,honda,civic,lx,sedan,automatic,2hgfa1f55ah310059,nc,24,143369.0,silver,gray,santander consumer,5750,6300,22-12-2014
2010,honda,odyssey,ex-l,minivan,automatic,5fnrl3h63ab025762,tx,34,93718.0,silver,gray,honda cars of mckinney,13150,9700,19-12-2014
2010,honda,accord,lx,sedan,automatic,1hgcp2f34aa082222,fl,32,129873.0,gold,tan,onemain rem/amigos auto sales,6725,7500,30-12-2014
2010,honda,civic,ex,coupe,automatic,2hgfg1b88ah502624,pa,24,55233.0,black,black,ahfc/honda lease trust/hvt  inc.,8850,9700,23-12-2014
2010,honda,accord crosstour,ex-l,hatchback,unknown,5j6tf2h54al013416,va,34,77890.0,burgundy,—,ourismans rockmont chevrolet,14150,15100,18-12-2014
2010,honda,element,lx,suv,automatic,5j6yh1h33al003100,az,34,73517.0,black,gray,bill luke chrysler jeep and dodge inc,11650,10500,18-12-2014
2010,gmc,terrain,sle-2,suv,unknown,2ctaldew3a6337484,pa,39,52604.0,black,black,safeway motor corp,12000,11800,19-12-2014
2010,honda,accord,ex-l v-6,sedan,automatic,1hgcp3f80aa017949,sc,34,127587.0,silver,gray,goodwin honda volks mits,8675,9000,18-12-2014
2010,gmc,acadia,sle,suv,automatic,1gklrled0aj125466,tx,34,81761.0,green,gray,jerry's gm,12450,12600,19-12-2014
2010,honda,accord crosstour,ex,hatchback,automatic,5j6tf1h33al013464,nv,28,75461.0,black,black,ahfc/honda lease trust/hvt  inc.,12100,12200,19-12-2014
2010,honda,accord crosstour,ex,hatchback,automatic,5j6tf1h35al006659,ga,2,61067.0,black,black,ahfc/honda lease trust/hvt  inc.,12700,10500,18-12-2014
2010,honda,fit,sport,hatchback,automatic,jhmge8h48ac033137,tx,34,74784.0,red,—,cm investments,8625,8500,22-12-2014
2010,honda,cr-v,ex-l,suv,automatic,5j6re3h77al010398,tx,27,40173.0,silver,gray,audi plano,15550,8700,30-12-2014
2010,honda,accord,ex-l v-6,coupe,automatic,1hgcs2b89aa009041,ga,24,47456.0,black,black,global imports,12500,11700,18-12-2014
2010,honda,element,ex,suv,automatic,5j6yh2h70al002415,pa,36,56924.0,gray,gray,adcock brothers inc,15400,16250,23-12-2014
2010,honda,civic,lx,sedan,automatic,2hgfa1f58ah568866,ga,33,74868.0,white,beige,ahfc/honda lease trust/hvt  inc.,8125,8300,18-12-2014
2010,honda,civic,lx,sedan,automatic,2hgfa1f51ah535983,ga,33,79663.0,gray,gray,germain toyota of naples/germain scion of naples,7950,7700,18-12-2014
2010,honda,accord crosstour,ex-l,hatchback,automatic,5j6tf2h51al011493,ny,37,71100.0,green,tan,zappone chrysler jeep dodge ram,14900,13800,30-12-2014
2010,gmc,yukon,denali,suv,automatic,1gkukeef5ar128998,tx,41,83685.0,black,beige,hopper motorplex inc,26200,26500,23-12-2014
2010,honda,cr-v,lx,suv,automatic,5j6re4h34al100952,ga,34,98403.0,black,black,macon deals inc,10800,10000,18-12-2014
2010,honda,cr-v,ex-l,suv,automatic,5j6re4h76al018157,nj,26,75779.0,black,black,ahfc/honda lease trust/hvt  inc.,13250,12000,31-12-2014
2010,honda,civic,lx-s,sedan,automatic,2hgfa1f66ah504866,ca,2,73191.0,black,black,a l financial corporation,9400,7500,07-01-2015
2010,gmc,terrain,slt-1,suv,automatic,2ctflgey9a6266977,mi,45,59426.0,gold,black,automobiles paille inc,15300,16400,18-12-2014
2010,gmc,acadia,slt-2,suv,automatic,1gklvned9aj165729,mn,37,121213.0,gray,black,select lane,12650,11700,18-12-2014
2010,honda,civic,lx,sedan,automatic,2hgfa1f5xah561336,fl,2,67461.0,blue,gray,santander consumer,8375,6500,18-12-2014
2010,honda,accord,ex-l v-6,coupe,automatic,1hgcs2b8xaa001045,pa,22,61672.0,white,tan,ahfc/honda lease trust/hvt  inc.,11750,12200,23-12-2014
2010,gmc,acadia,sl,suv,automatic,1gklrked3aj128971,va,38,99144.0,brown,gray,prince frederick chrysler jeep dodge inc,10250,8000,18-12-2014
2010,honda,accord,lx-p,sedan,automatic,1hgcp2f45aa189238,fl,34,56094.0,black,tan,credit union remarketing solutions,10200,11000,18-12-2014
2010,honda,cr-v,ex-l,suv,automatic,5j6re4h71al076032,sc,34,71238.0,gray,black,jud kuhn chevrolet,13950,11200,18-12-2014
2010,honda,accord,lx,sedan,automatic,1hgcp2f3xaa129544,tx,19,83412.0,silver,black,pfs auto finance,8925,8300,18-12-2014
2010,honda,accord,ex-l,coupe,automatic,1hgcs1b88aa015939,mo,34,55583.0,black,—,a abe auto sales,11700,10300,17-12-2014
2010,gmc,acadia,sle,suv,automatic,1gklrled5aj162254,il,37,95835.0,white,gray,wells fargo dealer services,11350,10400,18-12-2014
2010,honda,insight,ex,hatchback,automatic,jhmze2h77as020577,la,34,31410.0,white,—,mitchs auto wholesalers inc,9525,9100,18-12-2014
2010,honda,insight,ex,hatchback,automatic,jhmze2h72as035746,ny,34,90821.0,silver,gray,abs,7275,6150,18-12-2014
2010,honda,civic,lx,sedan,automatic,19xfa1f52ae018265,il,34,34415.0,gray,—,grossinger honda,9575,10400,18-12-2014
2010,honda,accord crosstour,ex-l,hatchback,automatic,5j6tf1h52al012176,pr,39,33414.0,blue,beige,emp motors corp,15400,13000,23-12-2014
2010,honda,civic,lx,coupe,automatic,2hgfg1b67ah533491,pa,34,41193.0,black,—,fuller auto sales,8425,10000,17-12-2014
2010,honda,odyssey,ex,minivan,automatic,5fnrl3h45ab093284,va,35,41731.0,gray,gray,prestige financial services,14350,14000,18-12-2014
2010,honda,accord,ex-l v-6,coupe,automatic,1hgcs2b83aa006300,ca,34,85794.0,silver,—,apex auto wholesale - gary,10500,11200,17-12-2014
2010,gmc,yukon,slt,suv,automatic,1gkukce01ar148486,mi,36,88057.0,gray,gray,jpmorgan chase bank n.a.,20100,18200,15-01-2015
2010,honda,civic,si,coupe,manual,2hgfg2a51ah700782,nj,1,1.0,black,black,wells fargo dealer services-tra,14750,3250,07-01-2015
2010,honda,accord crosstour,ex-l,hatchback,automatic,5j6tf2h59al009846,co,47,37707.0,gray,black,wells fargo dealer services,16250,18600,04-02-2015
2010,gmc,sierra 1500,sle,crew cab,automatic,3gtrcve07ag286642,nv,34,33842.0,white,—,unique autos,22500,24000,19-12-2014
2010,honda,accord,lx,sedan,automatic,1hgcp2f30aa019165,in,38,46171.0,gold,beige,santander consumer,10200,11600,18-12-2014
2010,gmc,yukon,denali,suv,automatic,1gkukeef3ar242238,az,34,92346.0,red,black,hatch toyota,24900,24000,18-12-2014
2010,honda,accord,ex,coupe,manual,1hgcs1a71aa002569,pa,29,66568.0,black,black,crivelli ford inc,10450,9400,17-12-2014
2010,honda,odyssey,ex-l,minivan,automatic,5fnrl3h79ab096649,fl,34,116488.0,gray,gray,jerry ulm dodge chrysler jeep,9250,11000,18-12-2014
2010,honda,accord,ex,coupe,automatic,1hgcs1b78aa020694,pa,34,24962.0,gray,beige,ahfc/honda lease trust/hvt  inc.,12250,10600,23-12-2014
2010,gmc,yukon,sle,suv,automatic,1gkmcae35ar129936,fl,34,69846.0,silver,black,williamson cadillac company,18000,19900,19-12-2014
2010,honda,accord,ex-l,sedan,automatic,1hgcp2f8xaa081863,ga,2,104640.0,black,black,ahfc/honda lease trust/hvt  inc.,9650,9400,18-12-2014
2010,honda,cr-v,lx,suv,automatic,3czre3h30ag702674,tx,4,29784.0,brown,black,wells fargo dealer services,12150,13700,17-12-2014
2010,gmc,terrain,slt-2,suv,automatic,2ctflhey2a6326393,tx,37,93346.0,silver,—,southern auto finance co/safco/ft lauderdale,12550,12400,05-02-2015
2010,honda,civic,lx,sedan,automatic,2hgfa1f56ah306182,pa,22,54109.0,silver,gray,ahfc/honda lease trust/hvt  inc.,8800,7700,23-12-2014
2010,gmc,sierra 1500,slt,crew cab,automatic,3gtrcwe09ag132584,ga,4,63267.0,white,tan,remarketing by ge/unique autos,22200,23400,18-12-2014
2010,hyundai,genesis coupe,3.8 track,genesis coupe,unknown,kmhhu6kh1au004531,pa,21,72104.0,blue,black,myrddin fleet services,10250,7200,19-12-2014
2010,infiniti,qx56,base,suv,automatic,5n3za0nfxan901921,la,34,76616.0,white,gray,ray brandt infiniti of metairie llc,23300,22000,17-12-2014
2010,hyundai,accent,gls,sedan,unknown,kmhcn4ac0au530845,ga,34,74137.0,burgundy,—,cameron motor sports,4350,5900,18-12-2014
2010,jeep,patriot,sport,suv,automatic,1j4nt2gb5ad570483,fl,2,94527.0,white,gray,lease plan usa/tra,6175,5300,22-12-2014
2010,hyundai,elantra,gls,sedan,automatic,kmhdu4ad9au195469,va,29,92208.0,white,beige,pohanka nissan hyundai,5100,5000,18-12-2014
2010,jeep,liberty,sport,suv,automatic,1j4pn2gk7aw109972,ny,34,94284.0,red,gray,krystal motors car corp,9200,8900,18-12-2014
2010,infiniti,m35,base,sedan,automatic,jn1cy0ap4am910619,fl,39,58436.0,white,beige,wells fargo financial acceptance,16850,19200,30-12-2014
2010,hyundai,tucson,limited,suv,automatic,km8ju3ac6au092160,nv,37,35598.0,blue,black,stream llc dba stream remarketing solutions,12100,13750,19-12-2014
2010,jaguar,xk,xkr,coupe,automatic,sajwa4dcxamb34242,fl,34,56159.0,silver,beige,reeves import motorcars inc,31000,27500,18-12-2014
2010,jaguar,xf,base,sedan,automatic,sajwa0fa4ahr52351,az,34,65805.0,black,black,showcase wholesale auto llc,17650,17250,18-12-2014
2010,hyundai,elantra,gls,sedan,automatic,kmhdu4ad9au021532,fl,28,76930.0,silver,gray,central florida educators fcu,5775,5100,23-12-2014
2010,jeep,liberty,limited,suv,automatic,1j4pp5gk9aw129104,fl,34,49470.0,charcoal,black,cu auto source/autobranch,13000,13000,18-12-2014
2010,hyundai,santa fe,gls,suv,automatic,5nmsg3ab8ah351083,az,21,78825.0,black,tan,remarketing by ge/manheim phoenix,10250,7900,18-12-2014
2010,jeep,liberty,sport,suv,automatic,1j4pp2gkxaw112259,fl,2,52948.0,gold,black,d&a fine cars,11000,10200,19-12-2014
2010,honda,ridgeline,rtl,crew cab,automatic,5fpyk1f54ab004827,ca,35,78482.0,black,beige,aaero sweet company,17200,19800,08-01-2015
2010,jeep,commander,sport,suv,automatic,1j4rh4gk5ac106923,tx,34,101881.0,black,gray,sunland park chrysler dodge jeep ram,9000,7700,18-12-2014
2010,jeep,liberty,sport,suv,automatic,1j4pp2gk3aw104956,tx,34,168404.0,gold,tan,north america financial,5400,5800,18-12-2014
2010,honda,pilot,touring,suv,automatic,5fnyf4h90ab016939,pa,35,94381.0,silver,gray,tri state leasing,17250,16400,16-01-2015
2010,jeep,compass,sport,suv,automatic,1j4nf4fb0ad557516,mn,31,92272.0,silver,gray,chrysler capital,7475,7800,18-12-2014
2010,jeep,liberty,limited,suv,automatic,1j4pn5gk7aw139152,nj,31,123429.0,white,black,lester glenn buick,7625,9400,31-12-2014
2010,infiniti,fx35,base,suv,automatic,jn8as1mw4am853230,fl,22,106680.0,silver,black,bmw alphera/alphera financial services,16450,15200,18-12-2014
2010,hyundai,tucson,limited,suv,automatic,km8jucac3au031929,va,27,70489.0,black,black,brown's leesburg hyundai,14200,9800,18-12-2014
2010,hyundai,elantra,blue,sedan,automatic,kmhdu4ad1au890075,sc,34,96783.0,blue,tan,royal edition motors inc,4500,5700,18-12-2014
2010,jeep,patriot,sport,suv,automatic,1j4nt1ga7ad621032,fl,34,33806.0,green,gray,autobuy,8775,9800,18-12-2014
2010,hyundai,genesis,4.6,sedan,automatic,kmhgc4df1au100576,ga,37,54042.0,silver,black,tdaf remarketing,15350,16800,08-01-2015
2010,hyundai,veracruz,limited,suv,automatic,km8nu4cc6au135139,il,24,87084.0,blue,beige,world hyundai matteson,10600,12100,18-12-2014
2010,jeep,patriot,sport,suv,automatic,1j4nf2gb1ad523071,nj,25,73645.0,green,black,acres auto recycling inc,8550,7100,14-01-2015
2010,jaguar,xf,premium,sedan,automatic,sajwa0gb6alr56180,tx,31,40650.0,black,black,volkswagen of corpus christi,20400,20200,17-12-2014
2010,honda,pilot,lx,suv,unknown,5fnyf4h28ab025178,pa,41,62949.0,blue,gray,ahfc/honda lease trust/hvt  inc.,14650,14200,23-12-2014
2010,jeep,grand cherokee,laredo,suv,automatic,1j4pr4gk6ac100097,il,34,102003.0,black,—,bettenhausen motor sales inc,9725,9900,18-12-2014
2010,hyundai,sonata,gls,sedan,automatic,5npet4ac6ah581232,va,36,94139.0,blue,gray,dt credit corporation,5750,6300,18-12-2014
2010,jeep,patriot,sport,suv,automatic,1j4nt1gb2ad620752,in,35,80884.0,silver,black,santander consumer,6600,6900,18-12-2014
2010,honda,odyssey,ex,minivan,automatic,5fnrl3h52ab063278,il,37,39410.0,gray,gray,wells fargo dealer services,14500,16600,18-12-2014
2010,hyundai,santa fe,gls,suv,automatic,5nmsg3ab3ah383598,fl,42,70994.0,red,beige,rick case hyundai inc,10500,9800,18-12-2014
2010,hyundai,santa fe,gls,suv,automatic,5nmsgdabxah376864,ny,34,98327.0,silver,gray,abs,10400,9100,18-12-2014
2010,hyundai,santa fe,gls,suv,automatic,5nmsg3ab0ah395935,fl,42,87559.0,blue,gray,westfall auto sales,9975,10950,23-12-2014
2010,jeep,compass,sport,suv,automatic,1j4nt4fb2ad578781,fl,34,72494.0,black,—,enterprise vehicle exchange / rental / tulsa,6875,7100,09-01-2015
2010,jeep,grand cherokee,laredo,suv,automatic,1j4pr4gk5ac131079,nj,22,119543.0,silver,black,lester glenn buick,9675,8800,14-01-2015
2010,hyundai,genesis coupe,3.8 track,genesis coupe,manual,kmhhu6kh8au025182,wa,45,43129.0,white,brown,northtown auto liquidators,13550,14200,23-12-2014
2010,hyundai,elantra,blue,sedan,manual,kmhdu4ad9au152752,nj,29,76052.0,black,gray,lester glenn buick,5400,4400,31-12-2014
2010,hyundai,accent,gs,hatchback,unknown,kmhcm3ac7au158854,fl,34,180639.0,white,gray,usa rto llc,1525,2400,23-12-2014
2010,hyundai,santa fe,se,suv,automatic,5nmshdag5ah345434,mi,5,58876.0,white,gray,kevins marysville auto sales inc,12950,14100,18-12-2014
2010,hyundai,elantra,blue,sedan,unknown,kmhdu4ad6au851241,va,34,114529.0,white,—,sheehy nissan,4125,4500,18-12-2014
2010,jaguar,xf,base,sedan,automatic,sajwa0fa9ahr61126,va,27,132128.0,black,black,primeritus remarketing/koons automotive i,13450,9500,18-12-2014
2010,hyundai,sonata,gls,sedan,automatic,5npet4ac3ah599882,ma,28,152640.0,white,tan,boch new to you superstore,3525,3200,18-12-2014
2010,hyundai,elantra,gls,sedan,automatic,kmhdu4ad2au008928,az,19,99924.0,silver,gray,wells fargo dealer services,4775,4000,18-12-2014
2010,jeep,patriot,sport,suv,automatic,1j4nt2gb8ad521553,ga,34,148508.0,gold,beige,wells fargo dealer services,4400,5200,18-12-2014
2010,jeep,compass,sport,suv,automatic,1j4nf1fbxad646475,ny,36,64414.0,blue,black,white plains lincoln,10450,9400,28-01-2015
2010,infiniti,qx56,base,suv,automatic,5n3za0nc9an902337,il,41,108215.0,white,gray,renew wholesale auto sales inc,19900,18900,18-12-2014
2010,hyundai,elantra touring,gls,hatchback,automatic,kmhdb8ae0au071998,fl,29,87708.0,silver,black,regional acceptance corporation / greenville,5525,7100,18-12-2014
2010,hyundai,accent,blue,hatchback,manual,kmhcm3acxau170030,ny,34,101173.0,silver,gray,della buick gmc cadillac inc,2275,2550,18-12-2014
2010,hyundai,elantra touring,se,hatchback,automatic,kmhdc8ae7au073308,nj,33,85008.0,gray,black,lester glenn buick,5025,6200,07-01-2015
2010,jeep,wrangler,unlimited sport,suv,unknown,1j4ba3h10al121268,pr,33,78342.0,white,black,oriental bank,18450,14500,18-12-2014
2010,hyundai,santa fe,se,suv,automatic,5nmshdagxah356056,tn,46,70497.0,black,black,wholesale inc # 2,12250,12750,17-12-2014
2010,honda,pilot,ex-l,suv,automatic,5fnyf3h53ab002511,fl,34,81416.0,white,gray,dimmitt chevrolet inc,15300,13500,18-12-2014
2010,hyundai,santa fe,gls,suv,automatic,5nmsg3ab2ah348938,fl,42,72581.0,silver,gray,hyundai of wesley chapel,10450,10900,18-12-2014
2010,hyundai,accent,gs,hatchback,automatic,kmhcm3ac6au151782,il,19,105087.0,silver,black,wells fargo dealer services,3625,2200,18-12-2014
2010,hyundai,elantra,gls,sedan,automatic,kmhdu4ad3au017914,fl,24,34852.0,black,beige,hyundai motor finance,7375,5900,22-12-2014
2010,hyundai,genesis coupe,3.8 track,genesis coupe,automatic,kmhhu6kh3au021721,pa,23,36032.0,blue,black,towne ford lincoln mazda hyundai,12900,11900,19-12-2014
2010,jeep,grand cherokee,limited,suv,unknown,1j4rr5gt8ac128720,pa,34,39115.0,black,gray,toyota financial services,19850,18900,19-12-2014
2010,infiniti,g37 coupe,x,g37 coupe,automatic,jn1cv6el7am153511,tn,33,94435.0,black,black,nissan infiniti lt,14350,12500,23-12-2014
2010,jeep,liberty,sport,suv,automatic,1j4pn2gk4aw154366,mi,42,104779.0,white,black,santander consumer,8525,8500,18-12-2014
2010,hyundai,genesis,3.8,sedan,automatic,kmhgc4dexau076379,fl,34,61787.0,white,tan,dick norris buick gmc palm harbor,12550,14800,18-12-2014
2010,jeep,liberty,renegade,suv,automatic,1j4pn3gkxaw151056,pa,34,119649.0,silver,black,eastern auto trading inc,6375,7200,19-12-2014
2010,hyundai,genesis coupe,3.8 track,genesis coupe,automatic,kmhhu6kh0au024284,tx,24,52213.0,blue,brown,tdaf remarketing,12350,12000,04-03-2015
2010,hyundai,elantra,blue,sedan,manual,kmhdu4ad9au879390,co,19,186893.0,silver,gray,tdaf remarketing,3000,3500,23-12-2014
2010,hyundai,sonata,limited v6,sedan,automatic,5npeu4af3ah621211,tn,3,62647.0,gray,gray,the auto specialists,8275,9400,23-12-2014
2010,jeep,wrangler,unlimited sport rhd,suv,automatic,1j4bz3h19al233057,nc,34,73183.0,white,—,crossroads ford of indian trail,18400,14700,29-12-2014
2010,jeep,grand cherokee,laredo,suv,automatic,1j4ps4gkxac112516,sc,32,53196.0,black,gray,pee dee auto buyers,11800,11300,18-12-2014
2010,hyundai,tucson,gls,suv,automatic,km8ju3ac6au070689,oh,31,60312.0,blue,gray,remarketing by ge/flagship credit acceptance,10250,7700,23-12-2014
2010,jeep,liberty,sport,suv,automatic,1j4pp2gk3aw106240,tx,35,108465.0,silver,gray,pm standley motorcars,7925,9300,07-01-2015
2010,jeep,patriot,sport,suv,automatic,1j4nf2gb2ad608503,mi,37,62880.0,black,black,td auto finance,8975,9300,18-12-2014
2010,infiniti,qx56,base,suv,automatic,5n3za0nfxan904396,tn,41,64449.0,black,black,wholesale inc # 2,26000,25500,14-01-2015
2010,jeep,liberty,limited,suv,automatic,1j4pn5gk4aw101782,pa,34,71470.0,white,—,lyndora auto sales,12950,12900,17-12-2014
2010,hyundai,santa fe,gls,suv,automatic,5nmsg3ab3ah400335,ga,49,57184.0,white,gray,jim ellis,10900,12500,18-12-2014
2010,hyundai,sonata,limited,sedan,unknown,5npeu4ac5ah634970,pa,3,65760.0,black,black,kly international,7900,8300,18-12-2014
2010,hyundai,elantra,gls,sedan,automatic,kmhdu4ad1au928324,mn,37,72578.0,black,tan,santander consumer,6025,5500,18-12-2014
2010,jeep,grand cherokee,laredo,suv,unknown,1j4pr4gk7ac100657,il,34,86544.0,silver,—,motorcars express,10950,11400,18-12-2014
2010,honda,pilot,touring,suv,automatic,5fnyf4h92ab024802,pa,29,71877.0,brown,black,tdaf remarketing,21100,19800,02-01-2015
2010,jeep,commander,limited,suv,automatic,1j4rg5gt9ac114511,va,35,38814.0,black,gray,safford chrysler jeep dodge of springfield,23800,25500,29-12-2014
2010,hyundai,elantra touring,se,hatchback,automatic,kmhdc8ae7au070733,pa,27,47268.0,gray,black,peter stallone auto sales inc,6675,7500,02-01-2015
